eval_set,range,cut,baseline,n,sparsa_mean,baseline_mean,paired_delta,ci_low,ci_high
eval-val,all,AUC,marinfold-exp232-decontam-m1-p02-step145199,97,0.8922992735249546,0.9141726878693619,-0.021873414344407364,-0.03659612108054317,-0.007334672595336161
eval-val,all,AUC,marinfold-exp199-cw-p06-cool-step290400,97,0.8922992735249546,0.9511468990924388,-0.05884762556748407,-0.07259041327536092,-0.04466904408382425
eval-val,all,L,marinfold-exp232-decontam-m2-p06-step145199,97,0.24969633173448985,0.4918380918228299,-0.24214176008834015,-0.27986145982069255,-0.20359182714162022
eval-val,all,L,marinfold-exp232-decontam-m1-p02-step145199,97,0.24969633173448985,0.4450470843258541,-0.19535075259136434,-0.23315573444269164,-0.15756258898146783
eval-val,all,L,marinfold-exp199-cw-p06-cool-step290400,97,0.24969633173448985,0.5558179141472164,-0.3061215824127265,-0.34245501175457205,-0.2704667879482784
eval-val,all,L/2,marinfold-exp232-decontam-m2-p06-step145199,97,0.34488117536338725,0.6623635574153294,-0.3174823820519422,-0.3646346822940176,-0.2710981195682041
eval-val,all,L/2,marinfold-exp232-decontam-m1-p02-step145199,97,0.34488117536338725,0.6032565429097271,-0.2583753675463399,-0.3050377731103957,-0.21189745525284662
eval-val,all,L/2,marinfold-exp199-cw-p06-cool-step290400,97,0.34488117536338725,0.7367977234236753,-0.39191654806028825,-0.43880803074645797,-0.3443744016335699
eval-val,all,L/5,marinfold-exp232-decontam-m2-p06-step145199,97,0.481569059223009,0.7852283338437647,-0.30365927462075565,-0.35354812879215963,-0.25358744210359446
eval-val,all,L/5,marinfold-exp232-decontam-m1-p02-step145199,97,0.481569059223009,0.7381090819041171,-0.256540022681108,-0.30765124026663876,-0.20573342856676108
eval-val,all,L/5,marinfold-exp199-cw-p06-cool-step290400,97,0.481569059223009,0.8497502016393036,-0.3681811424162946,-0.41942682991963737,-0.317990004802898
eval-val,all,R,marinfold-exp232-decontam-m2-p06-step145199,97,0.2669077058698286,0.5197991295291134,-0.2528914236592849,-0.2918023820776879,-0.21508037021150936
eval-val,all,R,marinfold-exp232-decontam-m1-p02-step145199,97,0.2669077058698286,0.4731469398933443,-0.20623923402351568,-0.24537057359946626,-0.1670232360087247
eval-val,all,R,marinfold-exp199-cw-p06-cool-step290400,97,0.2669077058698286,0.5889941956209451,-0.3220864897511164,-0.36131598586663655,-0.2832502659064653
eval-val,long,AUC,marinfold-exp232-decontam-m2-p06-step145199,97,0.8761345595138749,0.9182671025307647,-0.04213254301688993,-0.06050204877662091,-0.02436932390009104
eval-val,long,AUC,marinfold-exp232-decontam-m1-p02-step145199,97,0.8761345595138749,0.8986847672795095,-0.02255020776563448,-0.040334107927281405,-0.005679370784383295
eval-val,long,AUC,marinfold-exp199-cw-p06-cool-step290400,97,0.8761345595138749,0.9429864051831524,-0.06685184566927735,-0.08478019013058231,-0.04946679662040109
eval-val,long,L,marinfold-exp232-decontam-m2-p06-step145199,97,0.16988923733363046,0.36755768909315556,-0.19766845175952516,-0.23232122999356913,-0.16512010772611485
eval-val,long,L,marinfold-exp232-decontam-m1-p02-step145199,97,0.16988923733363046,0.32842932676176284,-0.15854008942813244,-0.19041243367277325,-0.12525748530462588
eval-val,long,L,marinfold-exp199-cw-p06-cool-step290400,97,0.16988923733363046,0.4176866096250474,-0.2477973722914169,-0.2824432916744682,-0.2143974324500034
eval-val,long,L/2,marinfold-exp232-decontam-m2-p06-step145199,97,0.23951610353939815,0.5493253579849966,-0.3098092544455985,-0.3586899733022749,-0.2611433655929485
eval-val,long,L/2,marinfold-exp232-decontam-m1-p02-step145199,97,0.23951610353939815,0.4854779413564274,-0.24596183781702932,-0.2937129969454837,-0.19940712571853664
eval-val,long,L/2,marinfold-exp199-cw-p06-cool-step290400,97,0.23951610353939815,0.6265616194853307,-0.38704551594593256,-0.4347918216748317,-0.34110140257527877
eval-val,long,L/5,marinfold-exp232-decontam-m2-p06-step145199,97,0.34829470954039704,0.7173543837392916,-0.3690596741988947,-0.43007228086074994,-0.30870156387318215
eval-val,long,L/5,marinfold-exp232-decontam-m1-p02-step145199,97,0.34829470954039704,0.6525319551367836,-0.3042372455963866,-0.36477809639245884,-0.2427873789733887
eval-val,long,L/5,marinfold-exp199-cw-p06-cool-step290400,97,0.34829470954039704,0.7942537683904219,-0.4459590588500249,-0.5026896159922117,-0.3845230443054032
eval-val,long,R,marinfold-exp232-decontam-m2-p06-step145199,97,0.22459054178826107,0.5017295196551887,-0.27713897786692765,-0.319689756459752,-0.23560959833104708
eval-val,long,R,marinfold-exp232-decontam-m1-p02-step145199,97,0.22459054178826107,0.4480411783786616,-0.22345063659040043,-0.26630297241566714,-0.18132112005654652
eval-val,long,R,marinfold-exp199-cw-p06-cool-step290400,97,0.22459054178826107,0.5756649575748539,-0.3510744157865927,-0.393223907810011,-0.3082648471750442
eval-val,medium,AUC,marinfold-exp232-decontam-m2-p06-step145199,97,0.9029094651984496,0.9503064813356854,-0.047397016137235785,-0.059828603595515846,-0.03488934577090898
eval-val,medium,AUC,marinfold-exp232-decontam-m1-p02-step145199,97,0.9029094651984496,0.9351067781717335,-0.03219731297328389,-0.04501059094748872,-0.019524501253133975
eval-val,medium,AUC,marinfold-exp199-cw-p06-cool-step290400,97,0.9029094651984496,0.9626733290349387,-0.05976386383648891,-0.07320738248569279,-0.04670737024218097
eval-val,medium,L,marinfold-exp232-decontam-m2-p06-step145199,97,0.11035657459592621,0.14266464020769118,-0.032308065611764955,-0.03946203196960288,-0.025116212253235504
eval-val,medium,L,marinfold-exp232-decontam-m1-p02-step145199,97,0.11035657459592621,0.13664582583267063,-0.02628925123674441,-0.03365891252679002,-0.0194891333499015
eval-val,medium,L,marinfold-exp199-cw-p06-cool-step290400,97,0.11035657459592621,0.14984421969753609,-0.03948764510160986,-0.046851994814871976,-0.032516075366744654
eval-val,medium,L/2,marinfold-exp232-decontam-m2-p06-step145199,97,0.1685353570583858,0.256426074356246,-0.08789071729786023,-0.10579061630087232,-0.07061753416474349
eval-val,medium,L/2,marinfold-exp232-decontam-m1-p02-step145199,97,0.1685353570583858,0.24364533140299022,-0.0751099743446044,-0.09209098264553242,-0.058923366127166296
eval-val,medium,L/2,marinfold-exp199-cw-p06-cool-step290400,97,0.1685353570583858,0.2766571402917791,-0.10812178323339329,-0.1255471081419212,-0.0908117990418241
eval-val,medium,L/5,marinfold-exp232-decontam-m2-p06-step145199,97,0.2678215319062086,0.4703235417427193,-0.20250200983651068,-0.24114199157520194,-0.16580233217846438
eval-val,medium,L/5,marinfold-exp232-decontam-m1-p02-step145199,97,0.2678215319062086,0.4446106025844658,-0.17678907067825725,-0.2147314001382875,-0.13957987704191052
eval-val,medium,L/5,marinfold-exp199-cw-p06-cool-step290400,97,0.2678215319062086,0.527501062768997,-0.2596795308627885,-0.3002121830846245,-0.22065412271981316
eval-val,medium,R,marinfold-exp232-decontam-m2-p06-step145199,97,0.2843622039783018,0.5254312045303964,-0.24106900055209457,-0.28185244315872293,-0.20102507847127007
